hotel_id,hotel_name,district,overall_safety,women_safety,family_safety,night_safety,harassment_reports,theft_reports,last_updated
H00965,Kings Pavilion Ratnapura,Ratnapura,2.96,2.45,2.51,3.3,1,4,2024-05-08
H00966,Araliya Beach Kilinochchi,Kilinochchi,3.16,2.18,3.73,3.61,12,0,2024-10-02
H00967,Villa Rosa Trincomalee,Trincomalee,4.08,3.91,3.52,3.98,0,7,2024-04-07
H00968,Villa Rosa Puttalam,Puttalam,3.86,3.94,3.87,4.25,13,8,2024-01-21
H00969,Tintagel Colombo Kegalle,Kegalle,4.4,3.79,4.02,3.66,2,1,2024-09-28
H00970,Kings Pavilion Ratnapura,Ratnapura,3.19,4.18,2.87,3.42,15,7,2024-04-13
H00971,Amangalla Sigiriya,Sigiriya,4.16,3.9,4.48,3.71,9,3,2024-10-02
H00972,Villa Rosa Negombo,Negombo,3.33,3.34,3.98,2.89,4,3,2024-06-18
H00973,Kings Pavilion Anuradhapura,Anuradhapura,2.73,2.35,2.21,2.38,4,0,2024-07-28
H00974,Cinnamon Grand Monaragala,Monaragala,3.29,3.93,3.03,2.88,4,1,2024-06-06
H00975,Jetwing Blue Matara,Matara,3.4,4.0,3.46,3.84,4,1,2024-12-17
H00976,Tintagel Colombo Kilinochchi,Kilinochchi,2.91,2.97,3.7,3.01,7,10,2024-11-29
H00977,The Kandy House Badulla,Badulla,4.39,4.24,5.17,3.23,10,3,2024-01-09
H00978,Amangalla Jaffna,Jaffna,1.99,2.94,2.4,2.49,3,10,2024-12-28
H00979,The Kandy House Vavuniya,Vavuniya,2.86,3.51,3.45,2.39,10,10,2024-06-24
H00980,Cinnamon Grand Vavuniya,Vavuniya,3.61,3.22,3.49,3.47,1,6,2024-03-05
H00981,98 Acres Resort Badulla,Badulla,3.93,4.5,3.57,3.82,9,10,2024-12-20
H00982,The Kandy House Monaragala,Monaragala,1.57,1.37,2.27,0.88,2,9,2024-12-27
H00983,Araliya Beach Trincomalee,Trincomalee,2.02,2.97,1.26,1.37,2,1,2024-09-09
H00984,Jetwing Blue Jaffna,Jaffna,1.56,1.42,1.59,0.82,2,10,2024-09-02
H00985,Amangalla Puttalam,Puttalam,2.21,1.95,2.97,2.54,3,8,2024-10-01
H00986,98 Acres Resort Trincomalee,Trincomalee,1.53,0.82,2.05,0.36,7,7,2024-02-10
H00987,Araliya Beach Anuradhapura,Anuradhapura,4.19,3.26,3.42,3.21,3,4,2024-12-06
H00988,Tintagel Colombo Mirissa,Mirissa,4.87,5.06,4.08,5.06,13,8,2024-02-09
H00989,Tintagel Colombo Matara,Matara,2.76,2.59,2.23,2.95,10,1,2024-08-25
H00990,Villa Rosa Anuradhapura,Anuradhapura,4.22,5.02,4.91,4.06,9,0,2024-05-31
H00991,98 Acres Resort Kandy,Kandy,4.3,4.44,3.83,4.01,8,6,2024-07-30
H00992,98 Acres Resort Kegalle,Kegalle,3.13,4.07,3.56,3.53,2,7,2024-11-15
H00993,Amangalla Mannar,Mannar,3.03,3.46,2.56,2.89,1,2,2024-03-06
H00994,Villa Rosa Puttalam,Puttalam,1.57,1.01,1.77,1.1,4,6,2024-09-05
H00995,Cinnamon Grand Mirissa,Mirissa,2.74,2.14,3.5,1.96,0,8,2024-11-15
H00996,Lighthouse Hotel Puttalam,Puttalam,4.29,4.97,4.43,3.83,9,0,2024-12-03
H00997,Tintagel Colombo Ella,Ella,3.4,3.28,4.02,3.03,5,9,2024-11-09
H00998,Araliya Beach Kilinochchi,Kilinochchi,4.55,4.27,4.02,4.43,14,7,2024-06-27
H00999,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,2.29,2.74,2.86,1.85,15,4,2024-10-12
H01000,98 Acres Resort Hambantota,Hambantota,4.83,4.66,4.7,5.16,4,6,2024-12-15
H01001,Lighthouse Hotel Matara,Matara,2.69,2.04,2.23,2.37,7,5,2024-02-17
H01002,Kings Pavilion Kalutara,Kalutara,2.45,3.32,1.88,1.84,9,6,2024-05-01
H01003,The Kandy House Badulla,Badulla,3.58,3.88,4.23,2.59,5,5,2024-10-21
H01004,Tintagel Colombo Gampaha,Gampaha,4.55,3.74,4.69,3.96,11,1,2024-02-19
H01005,Kings Pavilion Polonnaruwa,Polonnaruwa,4.42,3.9,3.87,4.14,8,10,2024-09-13
H01006,Araliya Beach Mannar,Mannar,4.2,3.59,4.48,4.31,10,7,2024-09-25
H01007,Amangalla Mirissa,Mirissa,3.83,4.22,3.49,3.83,9,7,2024-01-25
H01008,98 Acres Resort Ratnapura,Ratnapura,3.14,3.04,2.37,3.4,10,9,2024-07-11
H01009,Kings Pavilion Kalutara,Kalutara,3.26,4.2,3.18,2.1,9,4,2024-07-01
H01010,Lighthouse Hotel Kalutara,Kalutara,4.77,5.72,5.42,5.05,0,7,2024-09-03
H01011,Villa Rosa Puttalam,Puttalam,3.9,4.61,3.94,2.97,14,4,2024-06-08
H01012,Araliya Beach Colombo,Colombo,3.17,3.54,2.81,2.04,6,9,2024-11-03
H01013,98 Acres Resort Ampara,Ampara,4.55,4.77,4.92,3.35,15,8,2024-12-11
H01014,Tintagel Colombo Badulla,Badulla,4.33,3.59,4.98,3.23,8,8,2024-09-10
H01015,Amangalla Monaragala,Monaragala,3.59,4.13,4.2,3.14,14,3,2024-05-26
H01016,Cinnamon Grand Ratnapura,Ratnapura,1.53,2.29,2.14,1.79,11,3,2024-01-13
H01017,98 Acres Resort Kurunegala,Kurunegala,1.63,1.85,0.88,1.97,10,8,2024-06-02
H01018,Villa Rosa Matale,Matale,4.46,4.14,4.06,4.58,14,10,2024-01-25
H01019,Cinnamon Grand Puttalam,Puttalam,3.13,2.48,3.88,2.69,3,3,2024-03-18
H01020,Jetwing Blue Matale,Matale,4.99,5.38,4.99,4.6,12,9,2024-07-24
H01021,Villa Rosa Kegalle,Kegalle,4.84,4.03,4.74,4.07,13,7,2024-08-28
H01022,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.57,4.25,3.4,3.01,5,10,2024-03-28
H01023,Tintagel Colombo Ella,Ella,2.63,2.39,1.88,1.56,12,3,2024-09-03
H01024,98 Acres Resort Colombo,Colombo,4.79,3.86,5.5,4.99,4,4,2024-11-18
H01025,Jetwing Blue Kalutara,Kalutara,3.26,2.54,3.27,2.8,9,6,2024-06-30
H01026,98 Acres Resort Jaffna,Jaffna,4.01,3.04,3.55,3.44,5,5,2024-01-09
H01027,The Kandy House Kandy,Kandy,2.97,3.89,3.25,2.56,2,9,2024-10-10
H01028,Tintagel Colombo Vavuniya,Vavuniya,1.94,2.3,2.56,1.78,2,3,2024-01-25
H01029,Kings Pavilion Vavuniya,Vavuniya,3.78,3.45,4.53,3.29,13,8,2024-07-04
H01030,98 Acres Resort Mannar,Mannar,3.66,4.59,4.23,3.95,10,10,2024-03-14
H01031,Tintagel Colombo Badulla,Badulla,4.78,5.29,4.5,3.79,8,2,2024-02-09
H01032,Kings Pavilion Kandy,Kandy,4.63,5.48,5.11,4.17,13,7,2024-10-26
H01033,The Kandy House Kandy,Kandy,3.84,4.61,3.71,3.21,9,6,2024-09-17
H01034,Villa Rosa Colombo,Colombo,3.02,3.26,3.17,2.96,4,2,2024-01-05
H01035,Jetwing Blue Ampara,Ampara,2.92,3.19,3.48,2.53,9,2,2024-01-07
H01036,98 Acres Resort Gampaha,Gampaha,3.23,3.95,3.06,2.91,3,7,2024-06-29
H01037,Cinnamon Grand Kandy,Kandy,4.36,5.33,4.74,3.78,5,10,2024-12-18
H01038,Tintagel Colombo Polonnaruwa,Polonnaruwa,4.64,4.51,4.8,4.97,10,1,2024-02-15
H01039,98 Acres Resort Vavuniya,Vavuniya,2.77,2.41,3.38,3.15,15,5,2024-11-03
H01040,The Kandy House Batticaloa,Batticaloa,1.74,1.9,2.4,1.33,15,10,2024-05-10
H01041,The Kandy House Kilinochchi,Kilinochchi,3.38,2.44,3.34,3.81,3,2,2024-03-24
H01042,98 Acres Resort Ratnapura,Ratnapura,4.03,3.87,4.17,3.36,8,4,2024-09-05
H01043,Kings Pavilion Anuradhapura,Anuradhapura,4.5,3.82,4.31,4.28,5,10,2024-12-29
H01044,Araliya Beach Galle,Galle,3.13,3.32,3.18,2.24,5,2,2024-04-01
H01045,The Kandy House Ampara,Ampara,4.62,4.97,5.28,4.58,13,6,2024-05-06
H01046,Villa Rosa Colombo,Colombo,3.49,2.63,3.55,3.88,10,4,2024-02-16
H01047,Kings Pavilion Sigiriya,Sigiriya,4.78,5.72,4.04,4.42,12,6,2024-07-23
H01048,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,2.48,2.47,1.83,2.68,10,5,2024-11-14
H01049,Amangalla Vavuniya,Vavuniya,4.37,4.37,4.72,4.55,1,8,2024-02-15
H01050,Araliya Beach Negombo,Negombo,1.66,2.58,1.77,1.98,8,9,2024-01-08
H01051,Amangalla Nuwara_Eliya,Nuwara_Eliya,3.86,3.0,4.38,2.74,9,2,2024-03-28
H01052,Lighthouse Hotel Jaffna,Jaffna,4.33,4.22,4.25,4.52,5,9,2024-06-30
H01053,Araliya Beach Sigiriya,Sigiriya,1.73,1.56,2.45,1.12,8,1,2024-06-04
H01054,Amangalla Kalutara,Kalutara,4.01,4.19,3.9,4.22,6,3,2024-11-30
H01055,Kings Pavilion Ampara,Ampara,3.67,3.55,3.95,4.1,9,9,2024-01-23
H01056,Amangalla Monaragala,Monaragala,2.59,2.13,2.97,2.76,1,10,2024-10-15
H01057,Araliya Beach Negombo,Negombo,2.73,2.04,2.34,2.41,14,8,2024-09-12
H01058,Kings Pavilion Galle,Galle,1.75,1.95,2.31,1.46,12,0,2024-07-05
H01059,Tintagel Colombo Kandy,Kandy,1.66,1.1,2.28,1.01,7,2,2024-12-06
H01060,Lighthouse Hotel Kurunegala,Kurunegala,1.99,1.44,2.11,1.85,2,6,2024-10-01
H01061,Amangalla Monaragala,Monaragala,2.24,2.29,2.75,2.19,14,9,2024-11-12
H01062,The Kandy House Kilinochchi,Kilinochchi,2.14,1.38,2.25,2.25,4,5,2024-11-22
H01063,98 Acres Resort Anuradhapura,Anuradhapura,1.58,2.23,1.15,1.28,1,5,2024-01-14
H01064,Amangalla Monaragala,Monaragala,2.84,2.92,2.47,2.09,5,5,2024-11-19
H01065,Araliya Beach Polonnaruwa,Polonnaruwa,4.89,4.4,4.93,4.01,4,3,2024-11-22
H01066,Jetwing Blue Puttalam,Puttalam,2.93,3.07,2.67,2.32,7,9,2024-05-22
H01067,Kings Pavilion Ampara,Ampara,4.26,3.57,4.05,4.52,8,2,2024-02-08
H01068,The Kandy House Vavuniya,Vavuniya,1.7,1.15,2.42,1.68,1,8,2024-12-21
H01069,Lighthouse Hotel Badulla,Badulla,2.52,1.68,2.71,1.33,10,7,2024-08-04
H01070,Cinnamon Grand Monaragala,Monaragala,4.85,4.07,5.1,4.01,3,8,2024-05-05
H01071,Araliya Beach Kurunegala,Kurunegala,4.32,4.35,4.86,4.67,10,8,2024-01-01
H01072,Araliya Beach Matale,Matale,4.25,4.39,4.51,3.26,10,10,2024-09-27
H01073,Lighthouse Hotel Kurunegala,Kurunegala,3.14,3.53,3.21,3.29,6,6,2024-09-04
H01074,Villa Rosa Colombo,Colombo,2.34,2.34,2.45,1.67,1,5,2024-07-26
H01075,The Kandy House Ella,Ella,2.44,3.02,2.94,2.2,9,2,2024-10-20
H01076,Kings Pavilion Ampara,Ampara,3.21,3.56,2.5,2.96,9,7,2024-07-27
H01077,The Kandy House Kandy,Kandy,4.66,4.09,4.54,4.06,4,7,2024-04-25
H01078,Jetwing Blue Matara,Matara,2.87,2.01,3.06,3.3,13,1,2024-08-01
H01079,Lighthouse Hotel Vavuniya,Vavuniya,4.11,3.59,3.99,3.63,0,3,2024-10-03
H01080,Villa Rosa Colombo,Colombo,4.34,5.31,5.12,4.52,1,9,2024-10-11
H01081,Araliya Beach Mirissa,Mirissa,3.34,3.96,3.39,3.04,3,10,2024-09-01
H01082,The Kandy House Ratnapura,Ratnapura,2.91,2.82,3.26,1.99,12,3,2024-09-11
H01083,Amangalla Colombo,Colombo,3.78,2.99,4.07,3.73,12,3,2024-06-20
H01084,The Kandy House Kurunegala,Kurunegala,3.47,4.1,4.22,3.56,6,4,2024-08-05
H01085,Lighthouse Hotel Ratnapura,Ratnapura,2.62,3.57,2.82,2.56,8,6,2024-09-10
H01086,Cinnamon Grand Colombo,Colombo,3.93,4.55,4.28,3.24,3,2,2024-01-25
H01087,Lighthouse Hotel Sigiriya,Sigiriya,3.99,3.88,3.9,3.43,14,9,2024-12-27
H01088,Lighthouse Hotel Kilinochchi,Kilinochchi,4.04,4.62,4.39,4.4,3,10,2024-03-14
H01089,Cinnamon Grand Hambantota,Hambantota,3.13,2.96,3.76,2.25,0,10,2024-08-04
H01090,Amangalla Ella,Ella,2.04,2.27,2.26,1.87,14,10,2024-06-22
H01091,Tintagel Colombo Jaffna,Jaffna,3.6,2.84,2.94,2.61,7,6,2024-09-11
H01092,Lighthouse Hotel Batticaloa,Batticaloa,3.87,4.27,4.23,3.85,5,6,2024-03-31
H01093,The Kandy House Matara,Matara,3.54,3.19,2.8,3.27,10,4,2024-01-18
H01094,Villa Rosa Hambantota,Hambantota,2.17,1.94,1.68,2.31,14,3,2024-05-25
H01095,Tintagel Colombo Kilinochchi,Kilinochchi,3.45,4.18,3.77,3.03,7,6,2024-07-06
H01096,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.59,3.15,4.13,2.69,0,2,2024-05-10
H01097,Jetwing Blue Kilinochchi,Kilinochchi,2.41,1.54,1.62,1.71,13,7,2024-04-15
H01098,98 Acres Resort Kilinochchi,Kilinochchi,4.55,4.61,4.77,3.98,3,9,2024-09-23
H01099,The Kandy House Kalutara,Kalutara,3.47,2.86,2.95,3.43,15,9,2024-04-25
H01100,Villa Rosa Colombo,Colombo,3.42,4.23,3.1,2.84,5,1,2024-01-20
H01101,Cinnamon Grand Anuradhapura,Anuradhapura,3.75,3.51,4.45,2.86,3,2,2024-11-22
H01102,Jetwing Blue Galle,Galle,3.54,3.56,2.94,2.96,2,1,2024-08-26
H01103,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,1.85,2.12,1.11,2.04,3,8,2024-10-11
H01104,Kings Pavilion Mirissa,Mirissa,3.18,4.11,2.61,2.89,14,6,2024-04-06
H01105,Jetwing Blue Nuwara_Eliya,Nuwara_Eliya,3.0,2.34,3.21,2.22,3,1,2024-01-27
H01106,Araliya Beach Batticaloa,Batticaloa,3.75,3.76,3.08,4.03,0,1,2024-04-03
H01107,Amangalla Kandy,Kandy,2.83,2.88,3.17,2.3,7,3,2024-10-02
H01108,98 Acres Resort Galle,Galle,2.27,1.49,2.71,1.18,7,0,2024-05-16
H01109,The Kandy House Sigiriya,Sigiriya,2.78,1.9,3.37,2.4,6,6,2024-03-04
H01110,The Kandy House Trincomalee,Trincomalee,4.85,5.32,5.52,3.92,6,7,2024-08-10
H01111,Villa Rosa Ampara,Ampara,2.65,2.95,3.11,2.15,12,3,2024-01-03
H01112,Amangalla Kurunegala,Kurunegala,2.22,1.92,2.08,1.27,11,10,2024-08-10
H01113,Villa Rosa Monaragala,Monaragala,2.98,3.64,2.65,3.28,6,8,2024-02-11
H01114,Cinnamon Grand Trincomalee,Trincomalee,1.57,1.53,1.0,1.1,2,4,2024-03-18
H01115,Araliya Beach Kandy,Kandy,2.13,2.75,2.25,2.52,11,2,2024-06-11
H01116,Jetwing Blue Polonnaruwa,Polonnaruwa,3.06,2.23,2.4,3.41,5,9,2024-10-29
H01117,The Kandy House Hambantota,Hambantota,2.04,2.81,1.99,2.5,5,6,2024-05-22
H01118,Tintagel Colombo Matale,Matale,3.97,4.87,3.58,4.26,9,10,2024-10-07
H01119,The Kandy House Hambantota,Hambantota,4.83,4.6,5.19,4.78,9,0,2024-08-13
H01120,Tintagel Colombo Kalutara,Kalutara,2.15,2.07,1.47,2.52,0,8,2024-05-01
H01121,The Kandy House Jaffna,Jaffna,1.97,1.08,2.67,1.49,8,10,2024-03-13
H01122,Cinnamon Grand Kilinochchi,Kilinochchi,2.42,1.54,1.76,1.35,9,1,2024-10-02
H01123,The Kandy House Ratnapura,Ratnapura,3.87,3.91,3.58,4.08,12,4,2024-07-26
H01124,Tintagel Colombo Polonnaruwa,Polonnaruwa,1.63,1.05,2.25,1.56,15,1,2024-01-30
H01125,Jetwing Blue Kurunegala,Kurunegala,2.96,2.76,2.2,3.01,13,1,2024-05-18
H01126,Cinnamon Grand Mirissa,Mirissa,3.52,2.72,3.17,2.77,13,1,2024-04-14
H01127,Tintagel Colombo Batticaloa,Batticaloa,1.53,0.58,0.78,1.38,1,5,2024-05-12
H01128,Araliya Beach Puttalam,Puttalam,3.33,4.14,3.57,2.94,3,5,2024-12-03
H01129,98 Acres Resort Gampaha,Gampaha,2.8,3.43,3.34,1.9,12,6,2024-04-03
H01130,Kings Pavilion Matale,Matale,3.78,3.11,3.72,3.21,14,1,2024-08-02
H01131,Lighthouse Hotel Ratnapura,Ratnapura,4.48,3.72,4.17,3.99,14,0,2024-11-17
H01132,The Kandy House Vavuniya,Vavuniya,3.79,4.46,3.21,3.41,8,8,2024-09-15
H01133,Jetwing Blue Trincomalee,Trincomalee,3.58,3.29,3.7,3.14,7,10,2024-04-12
H01134,Tintagel Colombo Sigiriya,Sigiriya,2.08,1.42,1.85,2.12,1,6,2024-08-30
H01135,Cinnamon Grand Negombo,Negombo,4.25,4.14,4.23,4.4,11,2,2024-06-10
H01136,Lighthouse Hotel Sigiriya,Sigiriya,4.99,5.43,5.78,3.95,13,4,2024-09-07
H01137,Villa Rosa Galle,Galle,4.58,3.59,4.69,4.37,2,1,2024-04-11
H01138,Araliya Beach Anuradhapura,Anuradhapura,2.56,3.2,2.96,2.89,3,7,2024-08-13
H01139,Villa Rosa Monaragala,Monaragala,3.6,3.46,2.88,2.8,7,7,2024-01-15
H01140,Kings Pavilion Vavuniya,Vavuniya,2.16,2.6,2.78,1.56,12,7,2024-12-10
H01141,Cinnamon Grand Ella,Ella,4.45,5.26,5.06,4.33,15,2,2024-12-22
H01142,Tintagel Colombo Mirissa,Mirissa,1.84,2.12,1.9,2.06,12,5,2024-09-24
H01143,Jetwing Blue Kurunegala,Kurunegala,2.1,1.34,2.1,1.37,1,6,2024-04-03
H01144,Kings Pavilion Kegalle,Kegalle,2.54,2.01,3.26,2.83,13,2,2024-07-30
H01145,Villa Rosa Batticaloa,Batticaloa,4.68,5.4,4.04,4.22,3,9,2024-10-12
H01146,Villa Rosa Trincomalee,Trincomalee,2.04,2.09,2.53,1.63,10,7,2024-02-20
H01147,Kings Pavilion Galle,Galle,4.59,5.5,3.95,3.96,10,5,2024-03-11
H01148,98 Acres Resort Matale,Matale,2.3,2.62,1.85,1.41,14,3,2024-10-08
H01149,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,4.08,3.92,4.09,3.05,9,7,2024-06-16
H01150,98 Acres Resort Anuradhapura,Anuradhapura,3.76,3.77,3.45,3.19,5,3,2024-08-26
H01151,Lighthouse Hotel Gampaha,Gampaha,2.74,3.48,3.22,1.76,3,2,2024-03-31
H01152,Tintagel Colombo Colombo,Colombo,2.82,2.41,2.49,2.3,4,2,2024-10-27
H01153,Villa Rosa Nuwara_Eliya,Nuwara_Eliya,2.96,2.05,2.79,2.46,0,9,2024-04-26
H01154,98 Acres Resort Batticaloa,Batticaloa,1.58,1.89,1.38,0.4,14,1,2024-04-05
H01155,Villa Rosa Kurunegala,Kurunegala,4.79,4.82,4.25,4.12,5,8,2024-02-13
H01156,Tintagel Colombo Kandy,Kandy,2.52,3.48,2.08,2.93,6,8,2024-10-31
H01157,Tintagel Colombo Sigiriya,Sigiriya,3.97,4.22,3.61,4.23,14,9,2024-05-18
H01158,Lighthouse Hotel Kegalle,Kegalle,2.66,3.24,2.4,2.07,7,4,2024-11-09
H01159,Tintagel Colombo Galle,Galle,1.86,1.12,2.0,1.89,5,5,2024-05-26
H01160,Kings Pavilion Ampara,Ampara,4.27,4.17,3.7,3.1,0,3,2024-12-25
H01161,Cinnamon Grand Polonnaruwa,Polonnaruwa,3.47,3.48,3.02,2.38,3,9,2024-09-24
H01162,Araliya Beach Galle,Galle,4.83,5.28,4.33,4.72,5,10,2024-03-01
H01163,Cinnamon Grand Negombo,Negombo,4.92,5.27,5.66,4.14,14,9,2024-04-26
H01164,The Kandy House Sigiriya,Sigiriya,3.48,4.13,2.97,2.55,11,10,2024-01-18
H01165,Kings Pavilion Badulla,Badulla,1.95,1.66,2.62,0.77,15,4,2024-11-15
H01166,Araliya Beach Nuwara_Eliya,Nuwara_Eliya,3.67,4.18,3.14,2.94,4,1,2024-09-05
H01167,Araliya Beach Matara,Matara,3.67,3.43,3.87,3.45,9,9,2024-06-25
H01168,Tintagel Colombo Batticaloa,Batticaloa,4.33,3.74,4.37,3.47,3,5,2024-04-18
H01169,Jetwing Blue Nuwara_Eliya,Nuwara_Eliya,1.8,1.71,2.24,1.66,8,0,2024-04-17
H01170,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.73,2.98,4.51,3.01,10,6,2024-11-13
H01171,Lighthouse Hotel Badulla,Badulla,2.53,2.09,2.56,2.68,4,0,2024-04-20
H01172,Villa Rosa Sigiriya,Sigiriya,2.39,2.5,2.49,1.37,2,5,2024-12-01
H01173,Araliya Beach Hambantota,Hambantota,1.91,1.24,1.47,2.22,6,2,2024-11-25
H01174,Kings Pavilion Kandy,Kandy,1.52,0.91,1.49,0.7,10,3,2024-05-06
H01175,Tintagel Colombo Sigiriya,Sigiriya,2.58,3.39,2.64,2.47,15,6,2024-06-22
H01176,Araliya Beach Kalutara,Kalutara,1.57,2.13,1.98,1.19,11,5,2024-01-22
H01177,The Kandy House Batticaloa,Batticaloa,3.34,3.78,2.67,3.12,4,7,2024-12-09
H01178,Jetwing Blue Batticaloa,Batticaloa,3.59,2.82,3.39,2.91,9,4,2024-05-09
H01179,Jetwing Blue Matara,Matara,4.13,4.67,3.92,4.22,6,2,2024-04-14
H01180,Lighthouse Hotel Puttalam,Puttalam,1.67,2.65,1.04,0.52,0,0,2024-09-14
H01181,Jetwing Blue Kurunegala,Kurunegala,1.68,1.51,2.05,0.96,14,8,2024-02-24
H01182,Tintagel Colombo Anuradhapura,Anuradhapura,2.12,2.79,2.13,1.31,13,8,2024-10-27
H01183,Amangalla Gampaha,Gampaha,2.88,2.65,3.48,1.87,15,1,2024-04-09
H01184,The Kandy House Jaffna,Jaffna,2.95,2.58,2.6,2.19,7,6,2024-06-11
H01185,Cinnamon Grand Puttalam,Puttalam,4.27,3.99,4.48,4.15,13,8,2024-09-08
H01186,Cinnamon Grand Puttalam,Puttalam,1.65,1.36,2.08,0.88,4,6,2024-03-19
H01187,Kings Pavilion Batticaloa,Batticaloa,3.11,2.51,3.78,2.29,13,2,2024-12-10
H01188,Villa Rosa Puttalam,Puttalam,1.87,1.67,2.62,0.71,10,8,2024-12-30
H01189,Tintagel Colombo Batticaloa,Batticaloa,3.21,3.84,3.21,2.57,11,2,2024-01-27
H01190,Amangalla Batticaloa,Batticaloa,3.23,2.84,3.5,2.74,6,2,2024-10-18
H01191,Villa Rosa Gampaha,Gampaha,4.45,4.75,5.13,4.85,13,4,2024-09-11
H01192,Cinnamon Grand Jaffna,Jaffna,4.01,4.29,3.91,3.56,0,5,2024-08-04
H01193,Kings Pavilion Matara,Matara,2.88,3.65,3.58,3.02,0,5,2024-03-08
H01194,98 Acres Resort Kilinochchi,Kilinochchi,3.2,3.32,2.73,3.57,9,3,2024-01-11
H01195,Amangalla Vavuniya,Vavuniya,4.76,4.25,4.48,3.66,14,1,2024-07-18
H01196,Araliya Beach Batticaloa,Batticaloa,3.12,2.91,3.11,3.11,6,7,2024-06-13
H01197,Araliya Beach Hambantota,Hambantota,2.48,2.45,2.8,2.18,3,5,2024-12-02
H01198,Jetwing Blue Colombo,Colombo,2.42,2.58,2.03,1.82,6,6,2024-12-31
H01199,The Kandy House Jaffna,Jaffna,1.8,2.08,1.16,0.89,3,0,2024-12-02
H01200,98 Acres Resort Colombo,Colombo,2.09,2.37,2.05,1.79,6,10,2024-02-04
H01201,Kings Pavilion Nuwara_Eliya,Nuwara_Eliya,4.29,4.37,4.92,4.57,5,5,2024-01-03
H01202,98 Acres Resort Trincomalee,Trincomalee,4.92,4.59,4.95,5.01,3,10,2024-01-08
H01203,Lighthouse Hotel Batticaloa,Batticaloa,3.49,3.62,4.03,2.94,0,4,2024-12-14
H01204,Jetwing Blue Kilinochchi,Kilinochchi,4.1,4.76,4.3,4.39,14,3,2024-01-01
H01205,Jetwing Blue Kalutara,Kalutara,1.89,2.07,1.81,2.11,2,10,2024-05-10
H01206,Kings Pavilion Hambantota,Hambantota,2.23,2.5,2.1,2.66,13,8,2024-02-25
H01207,98 Acres Resort Mannar,Mannar,1.79,1.02,2.0,2.02,11,5,2024-07-08
H01208,Amangalla Anuradhapura,Anuradhapura,2.73,2.29,2.36,1.54,3,8,2024-11-07
H01209,Lighthouse Hotel Mirissa,Mirissa,3.88,4.82,3.86,3.04,15,9,2024-08-04
H01210,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.32,3.44,2.64,3.25,6,1,2024-08-22
H01211,Jetwing Blue Anuradhapura,Anuradhapura,2.6,3.41,2.34,1.73,9,1,2024-10-30
H01212,Amangalla Ampara,Ampara,2.61,1.7,2.55,2.73,14,4,2024-12-26
H01213,Cinnamon Grand Monaragala,Monaragala,4.75,3.99,4.54,4.18,13,9,2024-04-16
H01214,Amangalla Batticaloa,Batticaloa,2.94,3.01,3.08,2.48,7,2,2024-05-29
H01215,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,2.69,2.16,3.11,2.59,7,5,2024-02-11
H01216,Cinnamon Grand Ella,Ella,4.85,4.93,5.37,4.81,7,9,2024-12-18
H01217,Cinnamon Grand Monaragala,Monaragala,3.18,4.17,2.51,3.04,10,7,2024-05-07
H01218,Jetwing Blue Sigiriya,Sigiriya,2.85,3.84,2.65,3.01,11,5,2024-03-18
H01219,Araliya Beach Gampaha,Gampaha,2.85,3.33,3.23,2.73,12,10,2024-05-02
H01220,Kings Pavilion Jaffna,Jaffna,2.94,3.46,2.37,1.77,9,5,2024-10-04
H01221,Kings Pavilion Mirissa,Mirissa,3.99,4.92,4.71,3.17,4,5,2024-09-23
H01222,Kings Pavilion Hambantota,Hambantota,1.66,2.33,1.65,1.46,13,3,2024-07-04
H01223,Kings Pavilion Vavuniya,Vavuniya,4.54,5.22,3.99,3.61,15,9,2024-09-19
H01224,98 Acres Resort Kandy,Kandy,3.62,4.37,3.48,4.03,2,2,2024-08-08
H01225,Amangalla Kurunegala,Kurunegala,4.75,4.25,4.06,4.98,13,7,2024-10-07
H01226,Tintagel Colombo Kalutara,Kalutara,2.23,1.99,1.93,1.07,5,3,2024-04-01
H01227,98 Acres Resort Matale,Matale,3.03,2.53,3.3,2.93,13,6,2024-06-06
H01228,Villa Rosa Kurunegala,Kurunegala,2.02,2.86,1.29,1.89,11,0,2024-07-12
H01229,The Kandy House Ampara,Ampara,4.52,5.01,4.63,4.75,5,9,2024-04-16
H01230,Villa Rosa Matara,Matara,4.27,4.64,3.62,3.6,7,7,2024-06-23
H01231,98 Acres Resort Anuradhapura,Anuradhapura,3.76,4.04,3.44,3.46,3,4,2024-10-07
H01232,Kings Pavilion Vavuniya,Vavuniya,2.17,1.72,2.69,1.29,12,2,2024-05-30
H01233,Kings Pavilion Mannar,Mannar,3.93,3.35,4.41,2.98,15,9,2024-01-06
H01234,98 Acres Resort Matara,Matara,2.13,2.34,2.1,1.95,9,3,2024-11-23
H01235,Araliya Beach Vavuniya,Vavuniya,3.38,3.89,2.7,2.35,13,2,2024-08-20
